"","Step","C0","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","LD","sim","Weather","CarcTot"
"10731",24,84921,85414,84978,84888,84463,84501,83964,84559,84202,84035,84627,"1e+06","7","Normal",930552
"10732",25,84532,84921,85414,84978,84888,84463,84501,83964,84559,84202,84035,"1e+06","7","Normal",930457
"10733",26,85247,84532,84921,85414,84978,84888,84463,84501,83964,84559,84202,"1e+06","7","Normal",931669
"10734",27,84237,85247,84532,84921,85414,84978,84888,84463,84501,83964,84559,"1e+06","7","Normal",931704
"10735",28,84280,84237,85247,84532,84921,85414,84978,84888,84463,84501,83964,"1e+06","7","Normal",931425
"10736",29,83437,84280,84237,85247,84532,84921,85414,84978,84888,84463,84501,"1e+06","7","Normal",930898
"10737",30,84287,83437,84280,84237,85247,84532,84921,85414,84978,84888,84463,"1e+06","7","Normal",930684
"10738",31,85085,84287,83437,84280,84237,85247,84532,84921,85414,84978,84888,"1e+06","7","Normal",931306
"10739",32,84935,85085,84287,83437,84280,84237,85247,84532,84921,85414,84978,"1e+06","7","Normal",931353
"10740",33,83759,84935,85085,84287,83437,84280,84237,85247,84532,84921,85414,"1e+06","7","Normal",930134
"10741",34,84682,83759,84935,85085,84287,83437,84280,84237,85247,84532,84921,"1e+06","7","Normal",929402
"10742",35,84267,84682,83759,84935,85085,84287,83437,84280,84237,85247,84532,"1e+06","7","Normal",928748
"10743",36,85590,84267,84682,83759,84935,85085,84287,83437,84280,84237,85247,"1e+06","7","Normal",929806
"10744",37,84011,85590,84267,84682,83759,84935,85085,84287,83437,84280,84237,"1e+06","7","Normal",928570
"10745",38,84090,84011,85590,84267,84682,83759,84935,85085,84287,83437,84280,"1e+06","7","Normal",928423
"10746",39,83575,84090,84011,85590,84267,84682,83759,84935,85085,84287,83437,"1e+06","7","Normal",927718
"10747",40,84317,83575,84090,84011,85590,84267,84682,83759,84935,85085,84287,"1e+06","7","Normal",928598
"10748",41,84623,84317,83575,84090,84011,85590,84267,84682,83759,84935,85085,"1e+06","7","Normal",928934
"10749",42,84558,84623,84317,83575,84090,84011,85590,84267,84682,83759,84935,"1e+06","7","Normal",928407
"10750",43,84226,84558,84623,84317,83575,84090,84011,85590,84267,84682,83759,"1e+06","7","Normal",927698
"10751",44,84295,84226,84558,84623,84317,83575,84090,84011,85590,84267,84682,"1e+06","7","Normal",928234
"10752",45,85630,84295,84226,84558,84623,84317,83575,84090,84011,85590,84267,"1e+06","7","Normal",929182
"10753",46,85333,85630,84295,84226,84558,84623,84317,83575,84090,84011,85590,"1e+06","7","Normal",930248
"10754",47,84656,85333,85630,84295,84226,84558,84623,84317,83575,84090,84011,"1e+06","7","Normal",929314
"10755",48,84088,84656,85333,85630,84295,84226,84558,84623,84317,83575,84090,"1e+06","7","Normal",929391
"10756",49,85629,84088,84656,85333,85630,84295,84226,84558,84623,84317,83575,"1e+06","7","Normal",930930
"10757",50,85310,85629,84088,84656,85333,85630,84295,84226,84558,84623,84317,"1e+06","7","Normal",932665
"10758",51,85282,85310,85629,84088,84656,85333,85630,84295,84226,84558,84623,"1e+06","7","Normal",933630
"10759",52,84920,85282,85310,85629,84088,84656,85333,85630,84295,84226,84558,"1e+06","7","Normal",933927
"10760",53,84092,84920,85282,85310,85629,84088,84656,85333,85630,84295,84226,"1e+06","7","Normal",933461
"10761",54,84940,84092,84920,85282,85310,85629,84088,84656,85333,85630,84295,"1e+06","7","Normal",934175
"10762",55,84600,84940,84092,84920,85282,85310,85629,84088,84656,85333,85630,"1e+06","7","Normal",934480
"10763",56,84385,84600,84940,84092,84920,85282,85310,85629,84088,84656,85333,"1e+06","7","Normal",933235
"10764",57,85284,84385,84600,84940,84092,84920,85282,85310,85629,84088,84656,"1e+06","7","Normal",933186
"10765",58,84846,85284,84385,84600,84940,84092,84920,85282,85310,85629,84088,"1e+06","7","Normal",933376
"10766",59,85386,84846,85284,84385,84600,84940,84092,84920,85282,85310,85629,"1e+06","7","Normal",934674
"10767",60,85258,85386,84846,85284,84385,84600,84940,84092,84920,85282,85310,"1e+06","7","Normal",934303
"10768",61,85379,85258,85386,84846,85284,84385,84600,84940,84092,84920,85282,"1e+06","7","Normal",934372
"10769",62,85020,85379,85258,85386,84846,85284,84385,84600,84940,84092,84920,"1e+06","7","Normal",934110
"10770",63,84507,85020,85379,85258,85386,84846,85284,84385,84600,84940,84092,"1e+06","7","Normal",933697
"10771",64,84779,84507,85020,85379,85258,85386,84846,85284,84385,84600,84940,"1e+06","7","Normal",934384
"10772",65,85029,84779,84507,85020,85379,85258,85386,84846,85284,84385,84600,"1e+06","7","Normal",934473
"10773",66,84552,85029,84779,84507,85020,85379,85258,85386,84846,85284,84385,"1e+06","7","Normal",934425
"10774",67,84499,84552,85029,84779,84507,85020,85379,85258,85386,84846,85284,"1e+06","7","Normal",934539
"10775",68,84859,84499,84552,85029,84779,84507,85020,85379,85258,85386,84846,"1e+06","7","Normal",934114
"10776",69,84351,84859,84499,84552,85029,84779,84507,85020,85379,85258,85386,"1e+06","7","Normal",933619
"10777",70,84837,84351,84859,84499,84552,85029,84779,84507,85020,85379,85258,"1e+06","7","Normal",933070
"10778",71,84568,84837,84351,84859,84499,84552,85029,84779,84507,85020,85379,"1e+06","7","Normal",932380
"10779",72,84526,84568,84837,84351,84859,84499,84552,85029,84779,84507,85020,"1e+06","7","Normal",931527
"10780",73,84436,84526,84568,84837,84351,84859,84499,84552,85029,84779,84507,"1e+06","7","Normal",930943
"10781",74,85232,84436,84526,84568,84837,84351,84859,84499,84552,85029,84779,"1e+06","7","Normal",931668
"10782",75,84867,85232,84436,84526,84568,84837,84351,84859,84499,84552,85029,"1e+06","7","Normal",931756
"10783",76,85635,84867,85232,84436,84526,84568,84837,84351,84859,84499,84552,"1e+06","7","Normal",932362
"10784",77,84663,85635,84867,85232,84436,84526,84568,84837,84351,84859,84499,"1e+06","7","Normal",932473
"10785",78,84862,84663,85635,84867,85232,84436,84526,84568,84837,84351,84859,"1e+06","7","Normal",932836
"10786",79,84841,84862,84663,85635,84867,85232,84436,84526,84568,84837,84351,"1e+06","7","Normal",932818
"10787",80,84086,84841,84862,84663,85635,84867,85232,84436,84526,84568,84837,"1e+06","7","Normal",932553
"10788",81,85402,84086,84841,84862,84663,85635,84867,85232,84436,84526,84568,"1e+06","7","Normal",933118
"10789",82,85082,85402,84086,84841,84862,84663,85635,84867,85232,84436,84526,"1e+06","7","Normal",933632
"10790",83,84958,85082,85402,84086,84841,84862,84663,85635,84867,85232,84436,"1e+06","7","Normal",934064
"10791",84,84992,84958,85082,85402,84086,84841,84862,84663,85635,84867,85232,"1e+06","7","Normal",934620
"10792",85,84462,84992,84958,85082,85402,84086,84841,84862,84663,85635,84867,"1e+06","7","Normal",933850
"10793",86,84886,84462,84992,84958,85082,85402,84086,84841,84862,84663,85635,"1e+06","7","Normal",933869
"10794",87,83487,84886,84462,84992,84958,85082,85402,84086,84841,84862,84663,"1e+06","7","Normal",931721
"10795",88,84632,83487,84886,84462,84992,84958,85082,85402,84086,84841,84862,"1e+06","7","Normal",931690
"10796",89,83796,84632,83487,84886,84462,84992,84958,85082,85402,84086,84841,"1e+06","7","Normal",930624
"10797",90,85276,83796,84632,83487,84886,84462,84992,84958,85082,85402,84086,"1e+06","7","Normal",931059
"10798",91,86170,85276,83796,84632,83487,84886,84462,84992,84958,85082,85402,"1e+06","7","Normal",933143
"10799",92,84209,86170,85276,83796,84632,83487,84886,84462,84992,84958,85082,"1e+06","7","Normal",931950
"10800",93,84670,84209,86170,85276,83796,84632,83487,84886,84462,84992,84958,"1e+06","7","Normal",931538
"10801",94,85041,84670,84209,86170,85276,83796,84632,83487,84886,84462,84992,"1e+06","7","Normal",931621
"10802",95,84287,85041,84670,84209,86170,85276,83796,84632,83487,84886,84462,"1e+06","7","Normal",930916
"10803",96,84204,84287,85041,84670,84209,86170,85276,83796,84632,83487,84886,"1e+06","7","Normal",930658
"10804",97,84852,84204,84287,85041,84670,84209,86170,85276,83796,84632,83487,"1e+06","7","Normal",930624
"10805",98,84881,84852,84204,84287,85041,84670,84209,86170,85276,83796,84632,"1e+06","7","Normal",932018
"10806",99,84635,84881,84852,84204,84287,85041,84670,84209,86170,85276,83796,"1e+06","7","Normal",932021
"10807",100,84362,84635,84881,84852,84204,84287,85041,84670,84209,86170,85276,"1e+06","7","Normal",932587
"10808",0,1,24,11,64,39,18,0,29,6,31,12,"1e+06","8",NA,235
"10809",1,80,1,24,11,64,39,18,0,29,6,31,"1e+06","8","Normal",303
"10810",2,256,80,1,24,11,64,39,18,0,29,6,"1e+06","8","Normal",528
"10811",3,846,256,80,1,24,11,64,39,18,0,29,"1e+06","8","Normal",1368
"10812",4,2623,846,256,80,1,24,11,64,39,18,0,"1e+06","8","Normal",3962
"10813",5,8438,2623,846,256,80,1,24,11,64,39,18,"1e+06","8","Normal",12400
"10814",6,26703,8438,2623,846,256,80,1,24,11,64,39,"1e+06","8","Normal",39085
"10815",7,54714,26703,8438,2623,846,256,80,1,24,11,64,"1e+06","8","Normal",93760
"10816",8,69708,54714,26703,8438,2623,846,256,80,1,24,11,"1e+06","8","Normal",163404
"10817",9,76250,69708,54714,26703,8438,2623,846,256,80,1,24,"1e+06","8","Normal",239643
"10818",10,82285,76250,69708,54714,26703,8438,2623,846,256,80,1,"1e+06","8","Normal",321904
"10819",11,83887,82285,76250,69708,54714,26703,8438,2623,846,256,80,"1e+06","8","Normal",405790
"10820",12,84003,83887,82285,76250,69708,54714,26703,8438,2623,846,256,"1e+06","8","Normal",489713
"10821",13,84186,84003,83887,82285,76250,69708,54714,26703,8438,2623,846,"1e+06","8","Normal",573643
"10822",14,84526,84186,84003,83887,82285,76250,69708,54714,26703,8438,2623,"1e+06","8","Normal",657323
"10823",15,84928,84526,84186,84003,83887,82285,76250,69708,54714,26703,8438,"1e+06","8","Normal",739628
"10824",16,84381,84928,84526,84186,84003,83887,82285,76250,69708,54714,26703,"1e+06","8","Normal",815571
"10825",17,85216,84381,84928,84526,84186,84003,83887,82285,76250,69708,54714,"1e+06","8","Normal",874084
"10826",18,84779,85216,84381,84928,84526,84186,84003,83887,82285,76250,69708,"1e+06","8","Normal",904149
"10827",19,85040,84779,85216,84381,84928,84526,84186,84003,83887,82285,76250,"1e+06","8","Normal",919481
"10828",20,84609,85040,84779,85216,84381,84928,84526,84186,84003,83887,82285,"1e+06","8","Normal",927840
"10829",21,85254,84609,85040,84779,85216,84381,84928,84526,84186,84003,83887,"1e+06","8","Normal",930809
"10830",22,84914,85254,84609,85040,84779,85216,84381,84928,84526,84186,84003,"1e+06","8","Normal",931836
"10831",23,84846,84914,85254,84609,85040,84779,85216,84381,84928,84526,84186,"1e+06","8","Normal",932679
"10832",24,85238,84846,84914,85254,84609,85040,84779,85216,84381,84928,84526,"1e+06","8","Normal",933731
"10833",25,84728,85238,84846,84914,85254,84609,85040,84779,85216,84381,84928,"1e+06","8","Normal",933933
"10834",26,85025,84728,85238,84846,84914,85254,84609,85040,84779,85216,84381,"1e+06","8","Normal",934030
"10835",27,84504,85025,84728,85238,84846,84914,85254,84609,85040,84779,85216,"1e+06","8","Normal",934153
"10836",28,83865,84504,85025,84728,85238,84846,84914,85254,84609,85040,84779,"1e+06","8","Normal",932802
"10837",29,84630,83865,84504,85025,84728,85238,84846,84914,85254,84609,85040,"1e+06","8","Normal",932653
"10838",30,84301,84630,83865,84504,85025,84728,85238,84846,84914,85254,84609,"1e+06","8","Normal",931914
"10839",31,84013,84301,84630,83865,84504,85025,84728,85238,84846,84914,85254,"1e+06","8","Normal",931318
"10840",32,84716,84013,84301,84630,83865,84504,85025,84728,85238,84846,84914,"1e+06","8","Normal",930780
"10841",33,85361,84716,84013,84301,84630,83865,84504,85025,84728,85238,84846,"1e+06","8","Normal",931227
"10842",34,84270,85361,84716,84013,84301,84630,83865,84504,85025,84728,85238,"1e+06","8","Normal",930651
"10843",35,84309,84270,85361,84716,84013,84301,84630,83865,84504,85025,84728,"1e+06","8","Normal",929722
"10844",36,84315,84309,84270,85361,84716,84013,84301,84630,83865,84504,85025,"1e+06","8","Normal",929309
"10845",37,84752,84315,84309,84270,85361,84716,84013,84301,84630,83865,84504,"1e+06","8","Normal",929036
"10846",38,84499,84752,84315,84309,84270,85361,84716,84013,84301,84630,83865,"1e+06","8","Normal",929031
"10847",39,84522,84499,84752,84315,84309,84270,85361,84716,84013,84301,84630,"1e+06","8","Normal",929688
"10848",40,84903,84522,84499,84752,84315,84309,84270,85361,84716,84013,84301,"1e+06","8","Normal",929961
"10849",41,85342,84903,84522,84499,84752,84315,84309,84270,85361,84716,84013,"1e+06","8","Normal",931002
"10850",42,84811,85342,84903,84522,84499,84752,84315,84309,84270,85361,84716,"1e+06","8","Normal",931800
"10851",43,85150,84811,85342,84903,84522,84499,84752,84315,84309,84270,85361,"1e+06","8","Normal",932234
"10852",44,83815,85150,84811,85342,84903,84522,84499,84752,84315,84309,84270,"1e+06","8","Normal",930688
"10853",45,85919,83815,85150,84811,85342,84903,84522,84499,84752,84315,84309,"1e+06","8","Normal",932337
"10854",46,85170,85919,83815,85150,84811,85342,84903,84522,84499,84752,84315,"1e+06","8","Normal",933198
"10855",47,84973,85170,85919,83815,85150,84811,85342,84903,84522,84499,84752,"1e+06","8","Normal",933856
"10856",48,85119,84973,85170,85919,83815,85150,84811,85342,84903,84522,84499,"1e+06","8","Normal",934223
"10857",49,84963,85119,84973,85170,85919,83815,85150,84811,85342,84903,84522,"1e+06","8","Normal",934687
"10858",50,84743,84963,85119,84973,85170,85919,83815,85150,84811,85342,84903,"1e+06","8","Normal",934908
"10859",51,84128,84743,84963,85119,84973,85170,85919,83815,85150,84811,85342,"1e+06","8","Normal",934133
"10860",52,85246,84128,84743,84963,85119,84973,85170,85919,83815,85150,84811,"1e+06","8","Normal",934037
"10861",53,84162,85246,84128,84743,84963,85119,84973,85170,85919,83815,85150,"1e+06","8","Normal",933388
"10862",54,84778,84162,85246,84128,84743,84963,85119,84973,85170,85919,83815,"1e+06","8","Normal",933016
"10863",55,84249,84778,84162,85246,84128,84743,84963,85119,84973,85170,85919,"1e+06","8","Normal",933450
"10864",56,85063,84249,84778,84162,85246,84128,84743,84963,85119,84973,85170,"1e+06","8","Normal",932594
"10865",57,84509,85063,84249,84778,84162,85246,84128,84743,84963,85119,84973,"1e+06","8","Normal",931933
"10866",58,84662,84509,85063,84249,84778,84162,85246,84128,84743,84963,85119,"1e+06","8","Normal",931622
"10867",59,84142,84662,84509,85063,84249,84778,84162,85246,84128,84743,84963,"1e+06","8","Normal",930645
"10868",60,85023,84142,84662,84509,85063,84249,84778,84162,85246,84128,84743,"1e+06","8","Normal",930705
"10869",61,85242,85023,84142,84662,84509,85063,84249,84778,84162,85246,84128,"1e+06","8","Normal",931204
"10870",62,85148,85242,85023,84142,84662,84509,85063,84249,84778,84162,85246,"1e+06","8","Normal",932224
"10871",63,83923,85148,85242,85023,84142,84662,84509,85063,84249,84778,84162,"1e+06","8","Normal",930901
"10872",64,84808,83923,85148,85242,85023,84142,84662,84509,85063,84249,84778,"1e+06","8","Normal",931547
"10873",65,84956,84808,83923,85148,85242,85023,84142,84662,84509,85063,84249,"1e+06","8","Normal",931725
"10874",66,86050,84956,84808,83923,85148,85242,85023,84142,84662,84509,85063,"1e+06","8","Normal",933526
"10875",67,85081,86050,84956,84808,83923,85148,85242,85023,84142,84662,84509,"1e+06","8","Normal",933544
"10876",68,85040,85081,86050,84956,84808,83923,85148,85242,85023,84142,84662,"1e+06","8","Normal",934075
"10877",69,84248,85040,85081,86050,84956,84808,83923,85148,85242,85023,84142,"1e+06","8","Normal",933661
"10878",70,85362,84248,85040,85081,86050,84956,84808,83923,85148,85242,85023,"1e+06","8","Normal",934881
"10879",71,84261,85362,84248,85040,85081,86050,84956,84808,83923,85148,85242,"1e+06","8","Normal",934119
"10880",72,85099,84261,85362,84248,85040,85081,86050,84956,84808,83923,85148,"1e+06","8","Normal",933976
"10881",73,85135,85099,84261,85362,84248,85040,85081,86050,84956,84808,83923,"1e+06","8","Normal",933963
"10882",74,84731,85135,85099,84261,85362,84248,85040,85081,86050,84956,84808,"1e+06","8","Normal",934771
"10883",75,85338,84731,85135,85099,84261,85362,84248,85040,85081,86050,84956,"1e+06","8","Normal",935301
"10884",76,84380,85338,84731,85135,85099,84261,85362,84248,85040,85081,86050,"1e+06","8","Normal",934725
"10885",77,84881,84380,85338,84731,85135,85099,84261,85362,84248,85040,85081,"1e+06","8","Normal",933556
"10886",78,84483,84881,84380,85338,84731,85135,85099,84261,85362,84248,85040,"1e+06","8","Normal",932958
"10887",79,84739,84483,84881,84380,85338,84731,85135,85099,84261,85362,84248,"1e+06","8","Normal",932657
"10888",80,84630,84739,84483,84881,84380,85338,84731,85135,85099,84261,85362,"1e+06","8","Normal",933039
"10889",81,85054,84630,84739,84483,84881,84380,85338,84731,85135,85099,84261,"1e+06","8","Normal",932731
"10890",82,84235,85054,84630,84739,84483,84881,84380,85338,84731,85135,85099,"1e+06","8","Normal",932705
"10891",83,84730,84235,85054,84630,84739,84483,84881,84380,85338,84731,85135,"1e+06","8","Normal",932336
"10892",84,84538,84730,84235,85054,84630,84739,84483,84881,84380,85338,84731,"1e+06","8","Normal",931739
"10893",85,84900,84538,84730,84235,85054,84630,84739,84483,84881,84380,85338,"1e+06","8","Normal",931908
"10894",86,84578,84900,84538,84730,84235,85054,84630,84739,84483,84881,84380,"1e+06","8","Normal",931148
"10895",87,84727,84578,84900,84538,84730,84235,85054,84630,84739,84483,84881,"1e+06","8","Normal",931495
"10896",88,83710,84727,84578,84900,84538,84730,84235,85054,84630,84739,84483,"1e+06","8","Normal",930324
"10897",89,83721,83710,84727,84578,84900,84538,84730,84235,85054,84630,84739,"1e+06","8","Normal",929562
"10898",90,84817,83721,83710,84727,84578,84900,84538,84730,84235,85054,84630,"1e+06","8","Normal",929640
"10899",91,85369,84817,83721,83710,84727,84578,84900,84538,84730,84235,85054,"1e+06","8","Normal",930379
"10900",92,84403,85369,84817,83721,83710,84727,84578,84900,84538,84730,84235,"1e+06","8","Normal",929728
"10901",93,85488,84403,85369,84817,83721,83710,84727,84578,84900,84538,84730,"1e+06","8","Normal",930981
"10902",94,85006,85488,84403,85369,84817,83721,83710,84727,84578,84900,84538,"1e+06","8","Normal",931257
"10903",95,84654,85006,85488,84403,85369,84817,83721,83710,84727,84578,84900,"1e+06","8","Normal",931373
"10904",96,84452,84654,85006,85488,84403,85369,84817,83721,83710,84727,84578,"1e+06","8","Normal",930925
"10905",97,84538,84452,84654,85006,85488,84403,85369,84817,83721,83710,84727,"1e+06","8","Normal",930885
